State,District,Party,Margin,Lean,Minority,Nat_Margin,Year,Fresh,Calculated_C6,Year1,Midterm,Avg_Def,DefxParty,DefxLean,DefxMin,DefxNat_Margin,DefxYear1,DefxFresh,DefxMid,Has_Pres,DefxHas_Pres,Avg_Def_Adj,Abs_lean
NY,22,1,11.94830315,11.52,0,-6.8,2010,0,-0.493268346,8,1,5.9884095,-0.95330865,-10.98211564,0,6.482498817,-7.626469196,0,-0.95330865,1,-0.95330865,-0.95330865,11.52
NY,22,1,24.36005267,11.52,0,10.6,2008,0,-1.039138821,6,0,5.4159687,-0.27063121,-3.117671539,0,-2.868690825,-1.62378726,0,0,0,0,-0.27063121,11.52
NY,22,0,-2.339060236,11.53,0,-8.6,2018,1,-1.356507993,16,1,7.8333333,0,13.91028337,0,-10.37540651,19.30308187,1.206442617,1.206442617,1,1.206442617,1.206442617,11.53
NV,2,0,21.38717849,11.53338,0,-1.2,2012,1,0.574656464,10,0,11.627907,0,-53.16420302,0,5.531513192,-46.09594327,-4.609594327,0,0,0,-4.609594327,11.53338
IL,3,1,47.09000869,11.56,1,8.6,2018,0,0.853883838,16,1,17.9775281,2.331215714,26.94885365,2.331215714,20.04845514,37.29945142,0,2.331215714,0,0,2.331215714,11.56
MO,6,0,25.90126432,11.5666677,0,-8,2006,0,1.383630232,4,1,8.6773378,0,-26.17794053,0,18.10577857,-9.052889287,0,-2.263222322,1,-2.263222322,-2.263222322,11.5666677
MO,6,0,29.08154813,11.5666677,0,2.6,2004,0,0.475680487,2,0,12.605753,0,6.360101228,0,1.429647987,1.099729221,0,0,1,0.54986461,0.54986461,11.5666677
AL,3,0,20.9907986,11.5666697,0,-8,2006,0,0.845040478,4,1,8.3969466,0,-29.42113745,0,20.34890817,-10.17445409,0,-2.543613522,1,-2.543613522,-2.543613522,11.5666697
AL,3,0,22.44694529,11.5666697,0,2.6,2004,1,0.483770755,2,0,9.1438071,0,-33.68308242,0,-7.571411353,-5.824162579,-2.91208129,0,1,-2.91208129,-2.91208129,11.5666697
MI,1,0,0.542017134,11.56673,0,-1.2,2012,1,-0.844304415,10,0,16.8030208,0,6.541211057,0,-0.678623368,5.655194732,0.565519473,0,0,0,0.565519473,11.56673
IL,15,0,28.37873996,11.58,1,-10.6,2008,0,0.45896511,6,0,28.9163722,0,159.6836518,13.78960724,-146.1698367,82.73764344,0,0,1,13.78960724,13.78960724,11.58
IL,15,0,28.64142665,11.58,1,6.8,2010,0,-0.068240027,8,1,22.7360308,0,64.52292482,5.571927878,37.88910957,44.57542302,0,5.571927878,0,0,5.571927878,11.58
MA,6,1,33.80642264,11.63,1,8.6,2018,0,0.137361176,16,1,14.6859083,-0.960404086,-11.16949952,-0.960404086,-8.259475142,-15.36646538,0,-0.960404086,0,0,-0.960404086,11.63
FL,22,1,24.0473927,11.69,1,8.6,2018,0,-0.583579308,16,1,13.3392226,-2.307089786,-26.9698796,-2.307089786,-19.84097216,-36.91343658,0,-2.307089786,0,0,-2.307089786,11.69
KS,3,0,20.04177136,11.70017,0,5.7,2014,0,-0.673696634,12,1,8.6481948,0,8.980472249,0,4.375038296,9.210606939,0,0.767550578,0,0,0.767550578,11.70017
VA,1,0,28.52863024,11.73329,0,5.7,2014,0,0.358393331,12,1,7.3578595,0,-6.133984748,0,-2.979872914,-6.273416661,0,-0.522784722,0,0,-0.522784722,11.73329
FL,10,0,23.09028524,11.73332,0,5.7,2014,0,-0.446298634,12,1,6.2768702,0,-18.81759381,0,-9.141511924,-19.24528826,0,-1.603774022,0,0,-1.603774022,11.73332
CO,3,0,7.965459905,11.76,0,-8.6,2018,0,-0.679375323,16,1,8.1649832,0,18.087968,0,-13.22759565,24.60948027,0,1.538092517,1,1.538092517,1.538092517,11.76
CO,3,0,14.25153127,11.76,0,1.1,2016,0,-1.04516241,14,0,7.3394495,0,-10.33544344,0,-0.966750662,-12.30409934,0,0,0,0,-0.878864238,11.76
ME,1,1,19.47265092,11.7666693,1,-2.6,2004,0,-0.268110509,2,0,10.0833333,-2.434597825,-28.64710749,-2.434597825,6.329954346,-4.869195651,0,0,0,0,-2.434597825,11.7666693
ME,1,1,29.51737981,11.7666693,1,8,2006,0,-0.194623024,4,1,9.5,-3.933223435,-46.28093945,-3.933223435,-31.46578748,-15.73289374,0,-3.933223435,0,0,-3.933223435,11.7666693
NV,2,0,10.38571255,11.78,1,-10.6,2008,1,0.014451196,6,0,13.6956522,0,-16.85850831,-1.43111276,15.16979526,-8.586676561,-1.43111276,0,1,-1.43111276,-1.43111276,11.78
NV,2,0,30.64420936,11.78,1,6.8,2010,0,0.019911119,8,1,15.5096936,0,-19.48894182,-1.654409322,-11.24998339,-13.23527458,0,-1.654409322,0,0,-1.654409322,11.78
MA,3,1,24.89980025,11.79998,1,-5.7,2014,0,0.390013418,12,1,13.8140747,-3.53122441,-41.66837741,-3.53122441,20.12797914,-42.37469292,0,-3.53122441,1,-3.53122441,-3.53122441,11.79998
CA,9,1,4.740767631,11.8002,1,-5.7,2014,0,-0.915679241,12,1,16.1317568,-1.21354231,-14.32004197,-1.21354231,6.917191167,-14.56250772,0,-1.21354231,1,-1.21354231,-1.21354231,11.8002
WI,8,0,27.41853066,11.83,0,-8.6,2018,1,2.212654946,16,1,8.5498743,0,22.74889619,0,-16.53765911,30.76773787,1.922983617,1.922983617,1,1.922983617,1.922983617,11.83
OH,16,0,27.47534659,11.83336,0,5.7,2014,0,0.172130561,12,1,8.7866109,0,10.72062985,0,5.164010066,10.87160014,0,0.905966678,0,0,0.905966678,11.83336
PA,18,0,28.13368968,11.88,1,-10.6,2008,0,0.514767439,6,0,24.8905908,0,115.994251,9.76382584,-103.4965539,58.58295504,0,0,1,9.76382584,9.76382584,11.88
PA,18,0,34.65643013,11.88,1,6.8,2010,0,0.177628616,8,1,23.9252336,0,80.32223245,6.761130678,45.97568861,54.08904542,0,6.761130678,0,0,6.761130678,11.88
VA,5,0,19.18530359,11.8999987,0,-8,2006,0,0.41189313,4,1,12.2673435,0,15.78872048,0,-10.61426703,5.307133513,0,1.326783378,1,1.326783378,1.326783378,11.8999987
VA,5,0,27.40232976,11.8999987,0,2.6,2004,0,0.267964598,2,0,15.2246256,0,37.70796868,0,8.238716747,6.337474421,0,0,1,3.16873721,3.16873721,11.8999987
MN,6,0,8.048268403,11.9000007,0,2.6,2004,0,-1.336235458,2,0,11.4309211,0,-7.437111184,0,-1.624914953,-1.249934579,0,0,1,-0.62496729,-0.62496729,11.9000007
WV,2,0,14.36383522,11.9000007,0,-8,2006,0,0.021759301,4,1,10.6329114,0,-3.661020005,0,2.461189775,-1.230594887,0,-0.307648722,1,-0.307648722,-0.307648722,11.9000007
WV,2,0,16.1637973,11.9000007,0,2.6,2004,0,-0.542284646,2,0,13.2013201,0,13.63063815,0,2.978122447,2.290863421,0,0,1,1.14543171,1.14543171,11.9000007
TN,6,1,30.66466648,-11.9000057,1,-2.6,2004,0,1.345305768,2,0,18.8405797,6.322648575,-75.23955408,6.322648575,-16.43888629,12.64529715,0,0,0,0,6.322648575,11.9000057
TN,6,1,35.69861732,-11.9000057,1,8,2006,0,1.011462256,4,1,20.9499576,7.516734165,-89.44917941,7.516734165,60.13387332,30.06693666,0,7.516734165,0,0,7.516734165,11.9000057
CA,52,1,13.05136969,11.91,1,-1.1,2016,0,-0.53414901,14,0,19.708589,5.548730735,66.08538306,5.548730735,-6.103603809,77.68223029,0,0,1,5.548730735,5.548730735,11.91
CA,52,1,27.6942775,11.91,1,8.6,2018,0,-0.215989513,16,1,19.8820556,4.235743214,50.44770168,4.235743214,36.42739164,67.77189142,0,4.235743214,0,0,4.235743214,11.91
VA,7,0,-1.939377307,11.94,0,-8.6,2018,0,-2.122122409,16,1,7.3417722,0,8.535685312,0,-6.147981046,11.43810427,0,0.714881517,1,0.714881517,0.714881517,11.94
VA,7,0,15.26994986,11.94,0,1.1,2016,0,-0.697757155,14,0,9.7178683,0,17.90468147,0,1.649510018,20.99376386,0,0,0,0,1.499554562,11.94
IN,9,1,-10.05932639,-11.98,0,-6.8,2010,0,-0.538504543,8,1,15.2690864,8.32736825,-99.76187164,0,-56.6261041,66.618946,0,8.32736825,1,8.32736825,8.32736825,11.98
CA,48,0,14.94029841,11.98,1,-10.6,2008,0,-0.033422257,6,0,13.5166094,0,-19.28966361,-1.61015556,17.06764894,-9.660933361,0,0,1,-1.61015556,-1.61015556,11.98
IN,9,1,19.3598552,-11.98,0,10.6,2008,1,0.759245815,6,0,14.7155361,9.02893619,-108.1666556,0,95.70672361,54.17361714,9.02893619,0,0,0,9.02893619,11.98
CA,48,0,23.49053844,11.98,1,6.8,2010,0,-0.397453387,8,1,17.5802139,0,4.985009513,0.416110978,2.829554648,3.328887822,0,0.416110978,0,0,0.416110978,11.98
NV,2,0,16.46153365,12,0,-8.6,2018,0,0.582394916,16,1,4.770017,0,-22.2824842,0,15.96911367,-29.70997893,0,-1.856873683,1,-1.856873683,-1.856873683,12
NV,2,0,21.36811602,12,0,1.1,2016,0,-0.101050801,14,0,7.1774194,0,-12.49073206,0,-1.144983772,-14.57252074,0,0,0,0,-1.040894338,12
IA,4,0,8.095892115,12.03333,0,-1.2,2012,0,-0.76123052,10,0,15.7996146,0,-5.269235486,0,0.525464072,-4.378867268,0,0,0,0,-0.437886727,12.03333
NJ,12,1,19.55829322,12.0999983,1,-2.6,2004,0,-0.282041562,2,0,10.1234568,-2.394474325,-28.97313527,-2.394474325,6.225633246,-4.788948651,0,0,0,0,-2.394474325,12.0999983
NJ,12,1,31.39592726,12.0999983,1,8,2006,0,-0.01878085,4,1,11.0645432,-2.368680235,-28.66102682,-2.368680235,-18.94944188,-9.474720941,0,-2.368680235,0,0,-2.368680235,12.0999983
MD,3,1,29.64013535,12.0999993,1,-2.6,2004,0,0.634870708,2,0,11.3827993,-1.135131825,-13.73509429,-1.135131825,2.951342746,-2.270263651,0,0,0,0,-1.135131825,12.0999993
IA,2,0,-2.854004489,-12.1000013,0,-8,2006,0,0.00478727,4,1,22.7115717,0,-142.4292554,0,-94.16809263,47.08404631,0,11.77101158,1,11.77101158,11.77101158,12.1000013
IA,2,0,19.76750778,-12.1000013,0,2.6,2004,0,0.549202974,2,0,24.6539792,0,-152.4369152,0,32.75503611,25.19618162,0,0,1,12.59809081,12.59809081,12.1000013
MA,8,1,48.89963249,12.1001,1,1.2,2012,0,1.468790645,10,0,15.7894737,-0.446059996,-5.397370558,-0.446059996,-0.535271995,-4.46059996,0,0,1,-0.446059996,-0.446059996,12.1001
FL,16,0,23.15730873,12.10011,0,5.7,2014,0,-0.546340314,12,1,5.4830287,0,-29.01141155,0,-13.66640847,-28.77138626,0,-2.397615522,0,0,-2.397615522,12.10011
VA,1,0,15.08074416,12.16658,0,-1.2,2012,0,-0.337557558,10,0,15.2187698,0,-12.39447862,0,1.222477832,-10.18731527,0,0,0,0,-1.018731527,12.16658
FL,10,0,3.479760831,12.23327,0,-1.2,2012,0,-1.134827917,10,0,14.7914033,0,-17.69050761,0,1.735317632,-14.46098027,0,0,0,0,-1.446098027,12.23327
LA,3,0,-0.49628008,12.2333357,0,2.6,2004,0,-2.411578348,2,0,9.9753695,0,-25.45168601,0,-5.409349113,-4.161037779,0,0,1,-2.08051889,-2.08051889,12.2333357
LA,3,1,14.72372388,-12.2333357,1,8,2006,1,0.218520928,4,1,25.2352438,11.80202036,-144.3780771,11.80202036,94.41616292,47.20808146,11.80202036,11.80202036,0,0,11.80202036,12.2333357
OK,2,1,45.47108342,-12.2333367,1,8,2006,1,1.23415484,4,1,29.3818798,15.94865636,-195.1052832,15.94865636,127.5892509,63.79462546,15.94865636,15.94865636,0,0,15.94865636,12.2333367
PA,17,1,11.00118977,-12.28,0,-6.8,2010,0,1.645340603,8,1,7.9325422,0.99082405,-12.16731934,0,-6.737603543,7.926592404,0,0.99082405,1,0.99082405,0.99082405,12.28
FL,7,0,24.00672185,12.28,1,-10.6,2008,0,0.699202462,6,0,12.0150862,0,-38.21141517,-3.11167876,32.98379486,-18.67007256,0,0,1,-3.11167876,-3.11167876,12.28
PA,17,1,27.35882726,-12.28,0,10.6,2008,0,2.426899414,6,0,5.9020045,0.21540459,-2.645168366,0,2.283288655,1.29242754,0,0,0,0,0.21540459,12.28
FL,7,0,38.06220131,12.28,1,6.8,2010,0,0.479092725,8,1,15.3846154,0,-21.85210677,-1.779487522,-12.10051515,-14.23590018,0,-1.779487522,0,0,-1.779487522,12.28
FL,16,0,9.122907837,12.29,0,-8.6,2018,0,-0.918089093,16,1,5.1924799,0,-17.62890852,0,12.33593273,-22.95057253,0,-1.434410783,1,-1.434410783,-1.434410783,12.29
FL,16,0,19.53585754,12.29,0,1.1,2016,0,-0.293657098,14,0,9.4127112,0,14.6791448,0,1.313837208,16.72156446,0,0,0,0,1.194397462,12.29
GA,2,1,18.30939227,12.30016,1,-5.7,2014,0,-0.06773637,12,1,23.015873,5.67057389,69.74896614,5.67057389,-32.32227117,68.04688668,0,5.67057389,1,5.67057389,5.67057389,12.30016
CT,2,1,29.22539244,12.32,0,10.6,2008,1,0.853608259,6,0,4.368932,-1.31766791,-16.23366865,0,-13.96727985,-7.90600746,-1.31766791,0,0,0,-1.31766791,12.32
NM,1,1,17.17250267,12.36661,1,-5.7,2014,1,0.139592037,12,1,16.609589,-0.73571011,-9.098240004,-0.73571011,4.193547627,-8.828521321,-0.73571011,-0.73571011,1,-0.73571011,-0.73571011,12.36661
PA,4,1,1.627100111,-12.38,0,-6.8,2010,0,0.263863062,8,1,14.2076503,7.26593215,-89.95224002,0,-49.40833862,58.1274572,0,7.26593215,1,7.26593215,7.26593215,12.38
PA,4,1,11.71593097,-12.38,0,10.6,2008,1,0.281128846,6,0,13.5656836,7.87908369,-97.54305608,0,83.51828711,47.27450214,7.87908369,0,0,0,7.87908369,12.38
CA,9,1,11.10819094,12.40014,1,1.2,2012,0,-1.052832864,10,0,14.0703518,-2.165181896,-26.84855864,-2.165181896,-2.598218275,-21.65181896,0,0,1,-2.165181896,-2.165181896,12.40014
MI,7,0,7.591676269,12.41,0,-8.6,2018,0,-0.938116995,16,1,6.8049793,0,2.210079736,0,-1.531562106,2.849417871,0,0.178088617,1,0.178088617,0.178088617,12.41
MI,7,0,15.02686622,12.41,0,1.1,2016,0,-1.27129097,14,0,5.7882711,0,-30.15682914,0,-2.673046902,-34.02059694,0,0,0,0,-2.430042638,12.41
OH,13,1,34.85947386,12.4333353,1,-2.6,2004,0,1.14996279,2,0,10.6164384,-1.901492725,-23.64189663,-1.901492725,4.943881086,-3.802985451,0,0,0,0,-1.901492725,12.4333353
TX,15,1,20.91661509,12.46,1,8.6,2018,1,-0.304027491,16,1,21.0571185,5.410806114,67.41864418,5.410806114,46.53293258,86.57289782,5.410806114,5.410806114,0,0,5.410806114,12.46
FL,15,0,20.56259423,12.46658,0,5.7,2014,0,-1.056789391,12,1,5.5369128,0,-29.21831527,0,-13.3592691,-28.12477706,0,-2.343731422,0,0,-2.343731422,12.46658
OH,16,1,-4.093994631,-12.49996,1,1.2,2012,1,-0.523119911,10,0,13.79755,-2.437983696,30.47469868,-2.437983696,-2.925580435,-24.37983696,-2.437983696,0,1,-2.437983696,-2.437983696,12.49996
OH,16,0,4.093994631,12.49996,0,-1.2,2012,1,-0.662133117,10,0,17.0654912,0,10.3498403,0,-0.993587848,8.279898732,0.827989873,0,0,0,0.827989873,12.49996
IN,7,1,8.981760834,12.5,1,-4.8,2002,1,-0.484262107,0,1,13.9335477,-5.447669617,-68.09587021,-5.447669617,26.14881416,0,-5.447669617,-5.447669617,0,0,-5.447669617,12.5
CA,1,1,31.66897028,12.5,1,-4.8,2002,0,0.512058199,0,1,21.2435233,1.862305983,23.27882479,1.862305983,-8.93906872,0,0,1.862305983,0,0,1.862305983,12.5
AZ,3,0,37.02961779,12.5,0,4.8,2002,0,1.315922274,0,1,8.6419753,0,-10.1921233,0,-3.913775348,0,0,-0.815369864,1,-0.815369864,-0.815369864,12.5
LA,4,0,45.16687176,12.5,0,4.8,2002,0,3.154574284,0,1,6.1844864,0,-40.91073455,0,-15.70972207,0,0,-3.272858764,1,-3.272858764,-3.272858764,12.5
DE,0,0,45.3553994,-12.5,0,4.8,2002,0,2.520774424,0,1,14.8785425,0,-67.7649667,0,26.02174721,0,0,5.421197336,1,5.421197336,5.421197336,12.5
MD,3,1,25.05954131,12.52,0,-6.8,2010,0,2.245976211,8,1,4.2053185,-2.73639965,-34.25972361,0,18.60751762,-21.8911972,0,-2.73639965,1,-2.73639965,-2.73639965,12.52
MD,3,1,39.57626655,12.52,0,10.6,2008,1,4.538333694,6,0,3.0711207,-2.61547921,-32.74579971,0,-27.72407963,-15.69287526,-2.61547921,0,0,0,-2.61547921,12.52
GA,2,0,-27.56730065,-12.53347,0,-1.2,2012,0,-2.478278844,10,0,12.1824104,0,50.82436048,0,4.866109112,-40.55090927,0,0,0,0,-4.055090927,12.53347
GA,2,1,27.56730065,12.53347,1,1.2,2012,0,0.06189683,10,0,25.0482936,8.812759904,110.4544619,8.812759904,10.57531188,88.12759904,0,0,1,8.812759904,8.812759904,12.53347
OH,7,0,21.24161457,12.5666657,0,-8,2006,0,0.828935656,4,1,8.0033698,0,-36.91068887,0,23.49752257,-11.74876129,0,-2.937190322,1,-2.937190322,-2.937190322,12.5666657
OH,7,0,29.92049479,12.5666657,0,2.6,2004,0,0.614354016,2,0,9.9664992,0,-26.25665546,0,-5.432411893,-4.178778379,0,0,1,-2.08938919,-2.08938919,12.5666657
SC,5,1,13.84324651,-12.5666667,1,8,2006,0,-0.013087027,4,1,14.5500421,1.116818665,-14.03468792,1.116818665,8.934549318,4.467274659,0,1.116818665,0,0,1.116818665,12.5666667
SC,5,1,26.10074304,-12.5666667,1,-2.6,2004,0,1.523650533,2,0,13.9515455,1.433614375,-18.01575402,1.433614375,-3.727397374,2.867228749,0,0,0,0,1.433614375,12.5666667
FL,12,0,29.77850519,12.5666677,0,2.6,2004,0,0.726965052,2,0,8.2273113,0,-48.11245605,0,-9.954300433,-7.657154179,0,0,1,-3.82857709,-3.82857709,12.5666677
IL,18,0,34.55470647,12.5666677,0,-8,2006,0,1.831966382,4,1,10.8885017,0,-0.654200888,0,0.416467375,-0.208233687,0,-0.052058422,1,-0.052058422,-0.052058422,12.5666677
IL,18,0,40.47497521,12.5666677,0,2.6,2004,0,1.23434285,2,0,13.5111876,0,18.28826158,0,3.783777947,2.910598421,0,0,1,1.45529921,1.45529921,12.5666677
FL,5,0,19.70005159,12.5666687,0,-8,2006,0,0.380435815,4,1,13.3865248,0,30.73762776,0,-19.56771743,9.783858713,0,2.445964678,1,2.445964678,2.445964678,12.5666687
FL,5,0,31.87347732,12.5666687,0,2.6,2004,1,1.129453405,2,0,11.6319444,0,-5.327563665,0,-1.102254373,-0.847887979,-0.42394399,0,1,-0.42394399,-0.42394399,12.5666687
CO,4,0,-12.39415073,12.58,1,-10.6,2008,0,-2.551982528,6,0,11.0555556,0,-51.21581375,-4.07120936,43.15481922,-24.42725616,0,0,1,-4.07120936,-4.07120936,12.58
CO,4,1,-11.12305578,-12.58,0,-6.8,2010,1,-0.419767305,8,1,9.0455396,2.10382145,-26.46607385,0,-14.30598586,16.8305716,2.10382145,2.10382145,1,2.10382145,2.10382145,12.58
MN,7,1,8.549837025,-12.63344,1,-5.7,2014,0,0.153293016,12,1,42.021721,24.67642189,-311.7480954,24.67642189,-140.6556048,296.1170627,0,24.67642189,1,24.67642189,24.67642189,12.63344
DE,0,1,28.90793991,12.67,1,8.6,2018,1,0.101467485,16,1,14.1897565,-1.456555886,-18.45456308,-1.456555886,-12.52638062,-23.30489418,-1.456555886,-1.456555886,0,0,-1.456555886,12.67
NE,2,0,3.853134772,12.68,1,-10.6,2008,0,-0.825300297,6,0,14.5856354,0,-6.861522822,-0.54112956,5.735973337,-3.246777361,0,0,1,-0.54112956,-0.54112956,12.68
NE,2,0,21.61269002,12.68,1,6.8,2010,0,-0.566368569,8,1,16.5330043,0,-8.002330531,-0.631098622,-4.291470632,-5.048788978,0,-0.631098622,0,0,-0.631098622,12.68
IL,17,0,-6.557445317,-12.70004,0,-1.2,2012,1,-0.229953722,10,0,17.3996176,0,-14.75892315,0,-1.394539528,11.62116273,1.162116273,0,0,0,1.162116273,12.70004
AZ,7,1,6.000854572,12.72,0,-6.8,2010,0,-1.615785776,8,1,6.0379919,-0.90372625,-11.49539789,0,6.145338497,-7.229809996,0,-0.90372625,1,-0.90372625,-0.90372625,12.72
PA,13,1,12.68314214,12.72,0,-6.8,2010,0,-0.688619685,8,1,4.4637322,-2.47798595,-31.51998128,0,16.85030446,-19.8238876,0,-2.47798595,1,-2.47798595,-2.47798595,12.72
PA,13,1,28.25943422,12.72,0,10.6,2008,0,-0.584915078,6,0,4.4165758,-1.27002411,-16.15470668,0,-13.46225557,-7.62014466,0,0,0,0,-1.27002411,12.72
AZ,7,1,30.47447949,12.72,0,10.6,2008,0,-0.079583656,6,0,4.6275395,-1.05906041,-13.47124841,0,-11.22604035,-6.35436246,0,0,0,0,-1.05906041,12.72
CA,24,1,17.11100407,12.74,1,8.6,2018,1,-0.592746404,16,1,17.5572519,1.910939514,24.34536941,1.910939514,16.43407982,30.57503222,1.910939514,1.910939514,0,0,1.910939514,12.74
TN,5,1,35.69369452,12.75,1,8.6,2018,0,0.15229511,16,1,20.3996669,4.753354514,60.60527005,4.753354514,40.87884882,76.05367222,0,4.753354514,0,0,4.753354514,12.75
IL,8,0,-9.484329041,-12.76665,0,-1.2,2012,1,-0.347154733,10,0,19.8198198,0,-45.73420614,0,-4.298782168,35.82318473,3.582318473,0,0,0,3.582318473,12.76665
NY,2,1,26.19020742,12.7666643,1,-2.6,2004,0,0.272283265,2,0,12.1263877,-0.391543425,-4.998703472,-0.391543425,1.018012906,-0.783086851,0,0,0,0,-0.391543425,12.7666643
NY,2,1,34.49437309,12.7666643,1,8,2006,0,0.228540278,4,1,10.5704698,-2.862753635,-36.54781463,-2.862753635,-22.90202908,-11.45101454,0,-2.862753635,0,0,-2.862753635,12.7666643
MD,2,1,35.99734489,12.7666653,1,-2.6,2004,1,1.473573083,2,0,12.3310811,-0.186850025,-2.385451737,-0.186850025,0.485810066,-0.373700051,-0.186850025,0,0,0,-0.186850025,12.7666653
MD,2,1,38.53833296,12.7666653,1,8,2006,0,0.467241117,4,1,13.8252757,0.392052265,5.005200044,0.392052265,3.136418118,1.568209059,0,0.392052265,0,0,0.392052265,12.7666653
CT,2,0,-0.034239088,-12.7666663,0,-8,2006,0,0.180793733,4,1,18.8245315,0,-100.6520317,0,-63.07177103,31.53588551,0,7.883971378,1,7.883971378,7.883971378,12.7666663
CT,2,0,8.426523554,-12.7666663,0,2.6,2004,0,0.143496338,2,0,18.6340641,0,-83.98137416,0,17.10325685,13.15635142,0,0,1,6.57817571,6.57817571,12.7666663
TN,5,1,25.10674699,12.8,1,-1.1,2016,0,0.039836753,14,0,22.4442736,8.284415335,106.0405163,8.284415335,-9.112856869,115.9818147,0,0,1,8.284415335,8.284415335,12.8
PA,11,0,32.6142984,12.80005,0,5.7,2014,0,1.094736998,12,1,5.4468085,0,-31.15321893,0,-13.87286361,-29.20602866,0,-2.433835722,0,0,-2.433835722,12.80005
NY,20,1,27.16849489,12.81,1,8.6,2018,0,-0.351746203,16,1,15.5258765,-0.120435886,-1.542783703,-0.120435886,-1.035748622,-1.92697418,0,-0.120435886,0,0,-0.120435886,12.81
NY,20,1,31.60911762,12.81,1,-1.1,2016,0,0.582690675,14,0,12.6814362,-1.478422065,-18.93858665,-1.478422065,1.626264271,-20.69790891,0,0,1,-1.478422065,-1.478422065,12.81
CA,46,0,22.8672354,12.8999997,0,-8,2006,0,0.522994616,4,1,15.3394803,0,56.74606898,0,-35.19136143,17.59568071,0,4.398920178,1,4.398920178,4.398920178,12.8999997
CA,46,0,29.34294698,12.8999997,0,2.6,2004,0,0.33971054,2,0,15.625,0,46.0415387,0,9.279690187,7.138223221,0,0,1,3.56911161,3.56911161,12.8999997
NJ,11,0,25.44479517,12.9000007,0,-8,2006,0,0.981118563,4,1,10.8040201,0,-1.761366377,0,1.092320175,-0.546160087,0,-0.136540022,1,-0.136540022,-0.136540022,12.9000007
WV,1,1,28.64713376,-12.9000007,1,8,2006,0,0.777175126,4,1,19.108826,5.675602565,-73.21527706,5.675602565,45.40482052,22.70241026,0,5.675602565,0,0,5.675602565,12.9000007
WV,1,1,35.55511252,-12.9000007,1,-2.6,2004,0,1.689111642,2,0,18.3226983,5.804767175,-74.88150061,5.804767175,-15.09239465,11.60953435,0,0,0,0,5.804767175,12.9000007
NJ,11,0,36.85921041,12.9000007,0,2.6,2004,0,1.038936732,2,0,12.3436197,0,3.711734105,0,0.748101407,0.575462621,0,0,1,0.28773131,0.28773131,12.9000007
IL,14,0,17.63579883,12.93343,0,-1.2,2012,1,0.123014597,10,0,15.7169693,0,-6.732264531,0,0.624638432,-5.205320268,-0.520532027,0,0,0,-0.520532027,12.93343
NY,4,1,14.27493433,13.02,0,-6.8,2010,0,-0.333942153,8,1,5.0778605,-1.86385765,-24.2674266,0,12.67423202,-14.9108612,0,-1.86385765,1,-1.86385765,-1.86385765,13.02
NY,4,1,22.54643331,13.02,0,10.6,2008,0,-2.418705178,6,0,3.5184167,-2.16818321,-28.22974539,0,-22.98274203,-13.00909926,0,0,0,0,-2.16818321,13.02
NY,21,1,23.83262504,13.02,0,-6.8,2010,1,2.898113196,8,1,4.4593769,-2.48234125,-32.32008307,0,16.8799205,-19.85873,-2.48234125,-2.48234125,1,-2.48234125,-2.48234125,13.02
OR,1,1,26.55159949,13.0667,1,1.2,2012,1,0.531931245,10,0,9.807074,-6.428459696,-83.99875431,-6.428459696,-7.714151635,-64.28459696,-6.428459696,0,1,-6.428459696,-6.428459696,13.0667
NJ,5,0,13.46895054,13.08,1,-10.6,2008,0,-0.224455504,6,0,12.0586638,0,-40.13076317,-3.06810116,32.5218723,-18.40860696,0,0,1,-3.06810116,-3.06810116,13.08
MI,3,0,25.73714162,13.08,1,-10.6,2008,0,0.424105098,6,0,22.5452551,0,97.03385103,7.41849014,-78.63599548,44.51094084,0,0,1,7.41849014,7.41849014,13.08
NJ,5,0,32.14568073,13.08,1,6.8,2010,0,0.059754779,8,1,14.7987616,0,-30.9386645,-2.365341322,-16.08432099,-18.92273058,0,-2.365341322,0,0,-2.365341322,13.08
IL,10,0,-1.257685647,-13.13327,0,-1.2,2012,1,0.067727655,10,0,23.7309645,0,-98.41367509,0,-8.992155808,74.93463173,7.493463173,0,0,0,7.493463173,13.13327
OH,13,1,21.98989537,13.14,1,8.6,2018,0,-0.72925308,16,1,14.9122807,-0.734031686,-9.645176357,-0.734031686,-6.312672502,-11.74450698,0,-0.734031686,0,0,-0.734031686,13.14
OH,13,1,35.46479916,13.14,1,-1.1,2016,0,0.804428387,14,0,13.6867089,-0.473149365,-6.217182655,-0.473149365,0.520464301,-6.624091108,0,0,1,-0.473149365,-0.473149365,13.14
TX,7,0,-5.056218981,13.15,0,-8.6,2018,0,-4.42707363,16,1,4.4180119,0,-29.046756,0,18.99635753,-35.34206053,0,-2.208878783,1,-2.208878783,-2.208878783,13.15
TX,7,0,12.34713325,13.15,0,1.1,2016,0,-1.847479626,14,0,5.7188245,0,-32.86828348,0,-2.749438162,-34.99284934,0,0,0,0,-2.499489238,13.15
WA,5,0,21.36605119,13.16672,0,5.7,2014,0,-1.453462238,12,1,3.8161318,0,-53.51629699,0,-23.1677208,-48.77414906,0,-4.064512422,0,0,-4.064512422,13.16672
AR,4,1,17.37624485,-13.18,0,-6.8,2010,0,2.30497732,8,1,8.7063151,1.76459695,-23.25738781,0,-11.99925926,14.1167756,0,1.76459695,1,1.76459695,1.76459695,13.18
